Tier,Tick,Accuracy,Precision,#TN,#FN,#TP,#FP,Recall (True positive rate),True Negative Rate,False Positive Rate,False Negative rate
2,5,0.9992973548811169,1.0,44077,31,11,0,0.2619047619047619,1.0,0.0,0.7380952380952381
2,6,0.9996332462293128,0.8,43606,15,4,1,0.21052631578947367,0.9999770679019423,2.2932098057651293e-05,0.7894736842105263
2,7,0.9995687486523396,1.0,41715,18,6,0,0.25,1.0,0.0,0.75
2,8,0.9996025437201908,1.0,35209,14,1,0,0.06666666666666667,1.0,0.0,0.9333333333333333
2,9,0.9997088650589548,0.0,20603,6,0,0,0.0,1.0,0.0,1.0
2,10,0.9993095114793716,1.0,5787,4,2,0,0.3333333333333333,1.0,0.0,0.6666666666666666
2,11,1.0,0.0,1060,0,0,0,0.0,1.0,0.0,0
3,0,0.9984908675292394,1.0,44837,68,154,0,0.6936936936936937,1.0,0.0,0.3063063063063063
3,1,0.9987185539893437,0.9555555555555556,44338,53,86,4,0.6187050359712231,0.9999097920707231,9.020792927698345e-05,0.381294964028777
3,2,0.9987933428955217,0.7368421052631579,43842,43,28,10,0.39436619718309857,0.9997719602298641,0.0002280397701359117,0.6056338028169014
3,3,0.9989938947705395,1.0,43675,44,14,0,0.2413793103448276,1.0,0.0,0.7586206896551724
3,4,0.9996715311341561,0.625,42603,11,5,3,0.3125,0.9999295873820588,7.041261794113505e-05,0.6875
3,5,0.9995412449465264,1.0,34856,16,5,0,0.23809523809523808,1.0,0.0,0.7619047619047619
3,6,0.9991246219958618,1.0,12554,11,1,0,0.08333333333333333,1.0,0.0,0.9166666666666666
3,7,0.9990566037735849,0.0,1059,1,0,0,0.0,1.0,0.0,1.0
4,0,0.9988168850592674,1.0,44611,53,133,0,0.7150537634408602,1.0,0.0,0.2849462365591398
4,1,0.9990230603203454,0.9824561403508771,43916,42,56,1,0.5714285714285714,0.9999772297743471,2.277022565293622e-05,0.42857142857142855
4,2,0.9993140191617315,1.0,43688,30,15,0,0.3333333333333333,1.0,0.0,0.6666666666666666
4,3,0.9996615578010927,0.8333333333333334,41347,13,5,1,0.2777777777777778,0.9999758150333753,2.4184966624746057e-05,0.7222222222222222
4,4,0.9995112892190402,0.75,20449,9,3,1,0.25,0.9999511002444987,4.8899755501222496e-05,0.75
4,5,1.0,1.0,1059,0,1,0,1.0,1.0,0.0,0.0
5,0,0.9991334873800213,0.9920634920634921,44844,38,125,1,0.7668711656441718,0.9999777009700078,2.229902999219534e-05,0.2331288343558282
5,1,0.9988474836726854,1.0,44182,51,18,0,0.2608695652173913,1.0,0.0,0.7391304347826086
5,2,0.9994651411562253,1.0,42974,23,5,0,0.17857142857142858,1.0,0.0,0.8214285714285714
5,3,0.9996603590490053,1.0,20601,7,2,0,0.2222222222222222,1.0,0.0,0.7777777777777778
6,0,0.9989302906043858,1.0,44732,48,92,0,0.6571428571428571,1.0,0.0,0.34285714285714286
6,1,0.9988668298431692,0.8888888888888888,44066,49,8,1,0.14035087719298245,0.9999773072820932,2.26927179068237e-05,0.8596491228070176
6,2,0.9996025437201908,1.0,35207,14,3,0,0.17647058823529413,1.0,0.0,0.8235294117647058
6,3,0.9990566037735849,0.0,1059,1,0,0,0.0,1.0,0.0,1.0
7,0,0.9990946744222892,0.9506172839506173,44066,36,77,4,0.6814159292035398,0.9999092353074654,9.076469253460405e-05,0.3185840707964602
7,1,0.9996299979187383,1.0,43223,16,4,0,0.2,1.0,0.0,0.8
7,2,0.9991246219958618,1.0,12553,11,2,0,0.15384615384615385,1.0,0.0,0.8461538461538461
8,0,0.9991139384300807,0.9655172413793104,43920,37,56,2,0.6021505376344086,0.9999544647329357,4.5535267064341335e-05,0.3978494623655914
8,1,0.9997099066866508,1.0,41348,12,6,0,0.3333333333333333,1.0,0.0,0.6666666666666666
8,2,0.9990566037735849,0.0,1059,1,0,0,0.0,1.0,0.0,1.0
9,0,0.9991500895851518,1.0,43453,37,44,0,0.5432098765432098,1.0,0.0,0.4567901234567901
9,1,0.9996524559777572,0.7777777777777778,34509,10,7,2,0.4117647058823529,0.9999420474631276,5.795253687230158e-05,0.5882352941176471
10,0,0.9990196078431373,0.9714285714285714,43783,42,34,1,0.4473684210526316,0.9999771606066142,2.2839393385711677e-05,0.5526315789473685
10,1,0.99975564460952,1.0,20453,5,4,0,0.4444444444444444,1.0,0.0,0.5555555555555556
11,0,0.9992077683967496,0.9444444444444444,44127,34,17,1,0.3333333333333333,0.9999773386511965,2.2661348803480784e-05,0.6666666666666666
11,1,0.9996547557396859,1.0,5787,2,4,0,0.6666666666666666,1.0,0.0,0.3333333333333333
12,0,0.9995693953404043,1.0,44088,19,17,0,0.4722222222222222,1.0,0.0,0.5277777777777778
12,1,0.9990566037735849,0.0,1059,1,0,0,0.0,1.0,0.0,1.0
13,0,0.9993404594041392,1.0,43927,29,14,0,0.32558139534883723,1.0,0.0,0.6744186046511628
14,0,0.9997020262216925,0.9090909090909091,43605,12,10,1,0.45454545454545453,0.9999770673760492,2.2932623950832455e-05,0.5454545454545454
15,0,0.9997441979442817,0.9375,42976,10,15,1,0.6,0.9999767317402332,2.3268259766852036e-05,0.4
16,0,0.9998562564385137,0.9090909090909091,41725,5,10,1,0.6666666666666666,0.9999760341274025,2.3965872597421273e-05,0.3333333333333333
17,0,0.9996901386629483,0.8571428571428571,38709,11,6,1,0.35294117647058826,0.9999741668819426,2.5833118057349522e-05,0.6470588235294118
18,0,0.9996877217885025,1.0,35208,11,6,0,0.35294117647058826,1.0,0.0,0.6470588235294118
19,0,0.9997590610264,1.0,29040,7,6,0,0.46153846153846156,1.0,0.0,0.5384615384615384
20,0,0.9998059194565745,1.0,20602,4,4,0,0.5,1.0,0.0,0.5
21,0,0.9996786890513294,1.0,12437,4,8,0,0.6666666666666666,1.0,0.0,0.3333333333333333
22,0,0.9993096306523991,0.75,5787,3,3,1,0.5,0.9998272287491361,0.00017277125086385625,0.5
23,0,0.999199038846616,1.0,2492,2,3,0,0.6,1.0,0.0,0.4
24,0,1.0,0.0,1060,0,0,0,0.0,1.0,0.0,0
